"id","artKey","name","type","deck","setId","tier","description","prompt"
"mixed-heritage","treasure.permission.mixed-heritage","Mixed Heritage","role_permission","treasure","dual_identity","1","A humorous fantasy interpretation of Mixed Heritage.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy subject with an iconic, visually obvious action or object. Card: Mixed Heritage. A humorous fantasy interpretation of Mixed Heritage."
"mirror-sages","door.class.mirror-sages","Mirror Sages","class","door","dual_identity","1","A humorous fantasy interpretation of Mirror Sages.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy character clearly representing this class through clothing, equipment and pose. Card: Mirror Sages. A humorous fantasy interpretation of Mirror Sages."
"iron-chorus","door.race.iron-chorus","Iron Chorus","race","door","dual_identity","1","A humorous fantasy interpretation of Iron Chorus.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy character clearly representing this fantasy race, emphasizing its recognizable visual traits. Card: Iron Chorus. A humorous fantasy interpretation of Iron Chorus."
"night-school","treasure.permission.night-school","Night School","role_permission","treasure","dual_identity","2","A humorous fantasy interpretation of Night School.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy subject with an iconic, visually obvious action or object. Card: Night School. A humorous fantasy interpretation of Night School."
"adopted-tradition","treasure.permission.adopted-tradition","Adopted Tradition","role_permission","treasure","dual_identity","2","A humorous fantasy interpretation of Adopted Tradition.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy subject with an iconic, visually obvious action or object. Card: Adopted Tradition. A humorous fantasy interpretation of Adopted Tradition."
"beast-barristers","door.class.beast-barristers","Beast Barristers","class","door","dual_identity","2","A humorous fantasy interpretation of Beast Barristers.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy character clearly representing this class through clothing, equipment and pose. Card: Beast Barristers. A humorous fantasy interpretation of Beast Barristers."
"graveborn","door.race.graveborn","Graveborn","race","door","dual_identity","2","A humorous fantasy interpretation of Graveborn.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy character clearly representing this fantasy race, emphasizing its recognizable visual traits. Card: Graveborn. A humorous fantasy interpretation of Graveborn."
"bladesingers","door.class.bladesingers","Bladesingers","class","door","dual_identity","2","A humorous fantasy interpretation of Bladesingers.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy character clearly representing this class through clothing, equipment and pose. Card: Bladesingers. A humorous fantasy interpretation of Bladesingers."
"polymath-license","treasure.permission.polymath-license","Polymath License","role_permission","treasure","dual_identity","3","A humorous fantasy interpretation of Polymath License.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy subject with an iconic, visually obvious action or object. Card: Polymath License. A humorous fantasy interpretation of Polymath License."
"many-roots","treasure.permission.many-roots","Many Roots","role_permission","treasure","dual_identity","3","A humorous fantasy interpretation of Many Roots.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy subject with an iconic, visually obvious action or object. Card: Many Roots. A humorous fantasy interpretation of Many Roots."
"two-world-walkers","door.race.two-world-walkers","Two-World Walkers","race","door","dual_identity","3","A humorous fantasy interpretation of Two-World Walkers.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy character clearly representing this fantasy race, emphasizing its recognizable visual traits. Card: Two-World Walkers. A humorous fantasy interpretation of Two-World Walkers."
"barrow-tax-collector","door.monster.barrow-tax-collector","Barrow Tax Collector","monster","door","classic_fantasy","1","A humorous fantasy interpretation of Barrow Tax Collector.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Funny but dangerous fantasy creature, absurd and memorable, dynamic pose. Card: Barrow Tax Collector. A humorous fantasy interpretation of Barrow Tax Collector."
"granite-troll","door.monster.granite-troll","Granite Troll","monster","door","classic_fantasy","2","A humorous fantasy interpretation of Granite Troll.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Funny but dangerous fantasy creature, absurd and memorable, dynamic pose. Card: Granite Troll. A humorous fantasy interpretation of Granite Troll."
"sunken-court-wyrm","door.monster.sunken-court-wyrm","Sunken Court Wyrm","monster","door","classic_fantasy","3","A humorous fantasy interpretation of Sunken Court Wyrm.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Funny but dangerous fantasy creature, absurd and memorable, dynamic pose. Card: Sunken Court Wyrm. A humorous fantasy interpretation of Sunken Court Wyrm."
"curse-oath-tangle","door.curse.curse-oath-tangle","Curse! Oath Tangle","curse","door","classic_fantasy","1","A humorous fantasy interpretation of Curse! Oath Tangle.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Comical fantasy misfortune or cursed situation, visually obvious and absurd. Card: Curse! Oath Tangle. A humorous fantasy interpretation of Curse! Oath Tangle."
"curse-mudbound-boots","door.curse.curse-mudbound-boots","Combat Curse! Mudbound Boots","combat_curse","door","classic_fantasy","2","A humorous fantasy interpretation of Combat Curse! Mudbound Boots.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Comical fantasy misfortune or cursed situation, visually obvious and absurd. Card: Combat Curse! Mudbound Boots. A humorous fantasy interpretation of Combat Curse! Mudbound Boots."
"oathbound-vanguard","door.class.oathbound-vanguard","Oathbound Vanguard","class","door","classic_fantasy","1","A humorous fantasy interpretation of Oathbound Vanguard.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy character clearly representing this class through clothing, equipment and pose. Card: Oathbound Vanguard. A humorous fantasy interpretation of Oathbound Vanguard."
"hedge-conclave","door.class.hedge-conclave","Hedge Conclave","class","door","classic_fantasy","1","A humorous fantasy interpretation of Hedge Conclave.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy character clearly representing this class through clothing, equipment and pose. Card: Hedge Conclave. A humorous fantasy interpretation of Hedge Conclave."
"riverkin","door.race.riverkin","Riverkin","race","door","classic_fantasy","1","A humorous fantasy interpretation of Riverkin.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy character clearly representing this fantasy race, emphasizing its recognizable visual traits. Card: Riverkin. A humorous fantasy interpretation of Riverkin."
"stonefolk","door.race.stonefolk","Stonefolk","race","door","classic_fantasy","1","A humorous fantasy interpretation of Stonefolk.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy character clearly representing this fantasy race, emphasizing its recognizable visual traits. Card: Stonefolk. A humorous fantasy interpretation of Stonefolk."
"amberwood-bow","treasure.equipment.amberwood-bow","Amberwood Bow","item","treasure","classic_fantasy","1","A humorous fantasy interpretation of Amberwood Bow.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Fantasy item as the clear main subject, iconic shape, exaggerated humorous design. Card: Amberwood Bow. A humorous fantasy interpretation of Amberwood Bow."
"lantern-scale-coat","treasure.equipment.lantern-scale-coat","Lantern-Scale Coat","item","treasure","classic_fantasy","2","A humorous fantasy interpretation of Lantern-Scale Coat.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Fantasy item as the clear main subject, iconic shape, exaggerated humorous design. Card: Lantern-Scale Coat. A humorous fantasy interpretation of Lantern-Scale Coat."
"cairn-cleaver","treasure.equipment.cairn-cleaver","Cairn Cleaver","item","treasure","classic_fantasy","3","A humorous fantasy interpretation of Cairn Cleaver.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Fantasy item as the clear main subject, iconic shape, exaggerated humorous design. Card: Cairn Cleaver. A humorous fantasy interpretation of Cairn Cleaver."
"banner-of-daring","treasure.action.banner-of-daring","Banner of Daring","temporary_bonus","treasure","classic_fantasy","1","A humorous fantasy interpretation of Banner of Daring.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy subject with an iconic, visually obvious action or object. Card: Banner of Daring. A humorous fantasy interpretation of Banner of Daring."
"sorcerers-gale","treasure.action.sorcerers-gale","Sorcerer's Gale","temporary_bonus","treasure","classic_fantasy","2","A humorous fantasy interpretation of Sorcerer's Gale.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy subject with an iconic, visually obvious action or object. Card: Sorcerer's Gale. A humorous fantasy interpretation of Sorcerer's Gale."
"rally-the-giant","treasure.action.rally-the-giant","Rally the Giant","monster_modifier","treasure","classic_fantasy","2","A humorous fantasy interpretation of Rally the Giant.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy subject with an iconic, visually obvious action or object. Card: Rally the Giant. A humorous fantasy interpretation of Rally the Giant."
"old-road-cache","door.action.old-road-cache","Old Road Cache","utility","door","classic_fantasy","1","A humorous fantasy interpretation of Old Road Cache.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy subject with an iconic, visually obvious action or object. Card: Old Road Cache. A humorous fantasy interpretation of Old Road Cache."
"choir-looting-gargoyle","door.monster.choir-looting-gargoyle","Choir-Looting Gargoyle","monster","door","clerical_errors","1","A humorous fantasy interpretation of Choir-Looting Gargoyle.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Funny but dangerous fantasy creature, absurd and memorable, dynamic pose. Card: Choir-Looting Gargoyle. A humorous fantasy interpretation of Choir-Looting Gargoyle."
"bell-tower-wraith","door.monster.bell-tower-wraith","Bell Tower Wraith","monster","door","clerical_errors","2","A humorous fantasy interpretation of Bell Tower Wraith.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Funny but dangerous fantasy creature, absurd and memorable, dynamic pose. Card: Bell Tower Wraith. A humorous fantasy interpretation of Bell Tower Wraith."
"organ-grinder-hydra","door.monster.organ-grinder-hydra","Organ-Grinder Hydra","monster","door","clerical_errors","3","A humorous fantasy interpretation of Organ-Grinder Hydra.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Funny but dangerous fantasy creature, absurd and memorable, dynamic pose. Card: Organ-Grinder Hydra. A humorous fantasy interpretation of Organ-Grinder Hydra."
"curse-cracked-hymnal","door.curse.curse-cracked-hymnal","Curse! Cracked Hymnal","curse","door","clerical_errors","1","A humorous fantasy interpretation of Curse! Cracked Hymnal.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Comical fantasy misfortune or cursed situation, visually obvious and absurd. Card: Curse! Cracked Hymnal. A humorous fantasy interpretation of Curse! Cracked Hymnal."
"hearth-cantors","door.class.hearth-cantors","Hearth Cantors","class","door","clerical_errors","1","A humorous fantasy interpretation of Hearth Cantors.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy character clearly representing this class through clothing, equipment and pose. Card: Hearth Cantors. A humorous fantasy interpretation of Hearth Cantors."
"candle-scribes","door.class.candle-scribes","Candle Scribes","class","door","clerical_errors","1","A humorous fantasy interpretation of Candle Scribes.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy character clearly representing this class through clothing, equipment and pose. Card: Candle Scribes. A humorous fantasy interpretation of Candle Scribes."
"tinker-gnomes","door.race.tinker-gnomes","Tinker Gnomes","race","door","clerical_errors","1","A humorous fantasy interpretation of Tinker Gnomes.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy character clearly representing this fantasy race, emphasizing its recognizable visual traits. Card: Tinker Gnomes. A humorous fantasy interpretation of Tinker Gnomes."
"moss-gnomes","door.race.moss-gnomes","Moss Gnomes","race","door","clerical_errors","1","A humorous fantasy interpretation of Moss Gnomes.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy character clearly representing this fantasy race, emphasizing its recognizable visual traits. Card: Moss Gnomes. A humorous fantasy interpretation of Moss Gnomes."
"chimeblade","treasure.equipment.chimeblade","Chimeblade","item","treasure","clerical_errors","2","A humorous fantasy interpretation of Chimeblade.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Fantasy item as the clear main subject, iconic shape, exaggerated humorous design. Card: Chimeblade. A humorous fantasy interpretation of Chimeblade."
"pocket-vestry","treasure.equipment.pocket-vestry","Pocket Vestry","item","treasure","clerical_errors","2","A humorous fantasy interpretation of Pocket Vestry.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Fantasy item as the clear main subject, iconic shape, exaggerated humorous design. Card: Pocket Vestry. A humorous fantasy interpretation of Pocket Vestry."
"resonance-satchel","treasure.equipment.resonance-satchel","Resonance Satchel","item","treasure","clerical_errors","2","A humorous fantasy interpretation of Resonance Satchel.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Fantasy item as the clear main subject, iconic shape, exaggerated humorous design. Card: Resonance Satchel. A humorous fantasy interpretation of Resonance Satchel."
"resonant-rivet","treasure.attachment.resonant-rivet","Resonant Rivet","attachment","treasure","clerical_errors","1","A humorous fantasy interpretation of Resonant Rivet.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy subject with an iconic, visually obvious action or object. Card: Resonant Rivet. A humorous fantasy interpretation of Resonant Rivet."
"saints-polish","treasure.attachment.saints-polish","Saint's Polish","attachment","treasure","clerical_errors","2","A humorous fantasy interpretation of Saint's Polish.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy subject with an iconic, visually obvious action or object. Card: Saint's Polish. A humorous fantasy interpretation of Saint's Polish."
"encore-of-courage","treasure.action.encore-of-courage","Encore of Courage","temporary_bonus","treasure","clerical_errors","1","A humorous fantasy interpretation of Encore of Courage.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy subject with an iconic, visually obvious action or object. Card: Encore of Courage. A humorous fantasy interpretation of Encore of Courage."
"misfiled-prophecy","treasure.action.misfiled-prophecy","Misfiled Prophecy","monster_modifier","treasure","clerical_errors","2","A humorous fantasy interpretation of Misfiled Prophecy.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy subject with an iconic, visually obvious action or object. Card: Misfiled Prophecy. A humorous fantasy interpretation of Misfiled Prophecy."
"backstage-passage","door.action.backstage-passage","Backstage Passage","utility","door","clerical_errors","1","A humorous fantasy interpretation of Backstage Passage.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy subject with an iconic, visually obvious action or object. Card: Backstage Passage. A humorous fantasy interpretation of Backstage Passage."
"bridle-chewing-ogre","door.monster.bridle-chewing-ogre","Bridle-Chewing Ogre","monster","door","steed_hirelings","1","A humorous fantasy interpretation of Bridle-Chewing Ogre.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Funny but dangerous fantasy creature, absurd and memorable, dynamic pose. Card: Bridle-Chewing Ogre. A humorous fantasy interpretation of Bridle-Chewing Ogre."
"stable-ghost","door.monster.stable-ghost","Stable Ghost","monster","door","steed_hirelings","2","A humorous fantasy interpretation of Stable Ghost.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Funny but dangerous fantasy creature, absurd and memorable, dynamic pose. Card: Stable Ghost. A humorous fantasy interpretation of Stable Ghost."
"thunderhoof-giant","door.monster.thunderhoof-giant","Thunderhoof Giant","monster","door","steed_hirelings","3","A humorous fantasy interpretation of Thunderhoof Giant.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Funny but dangerous fantasy creature, absurd and memorable, dynamic pose. Card: Thunderhoof Giant. A humorous fantasy interpretation of Thunderhoof Giant."
"curse-loose-stirrup","door.curse.curse-loose-stirrup","Combat Curse! Loose Stirrup","combat_curse","door","steed_hirelings","1","A humorous fantasy interpretation of Combat Curse! Loose Stirrup.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Comical fantasy misfortune or cursed situation, visually obvious and absurd. Card: Combat Curse! Loose Stirrup. A humorous fantasy interpretation of Combat Curse! Loose Stirrup."
"mule-cartographer","treasure.companion.mule-cartographer","Mule Cartographer","hireling","treasure","steed_hirelings","1","A humorous fantasy interpretation of Mule Cartographer.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy subject with an iconic, visually obvious action or object. Card: Mule Cartographer. A humorous fantasy interpretation of Mule Cartographer."
"reed-runner","treasure.companion.reed-runner","Reed Runner","mount","treasure","steed_hirelings","1","A humorous fantasy interpretation of Reed Runner.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy subject with an iconic, visually obvious action or object. Card: Reed Runner. A humorous fantasy interpretation of Reed Runner."
"saddle-sage","treasure.companion.saddle-sage","Saddle Sage","hireling","treasure","steed_hirelings","2","A humorous fantasy interpretation of Saddle Sage.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy subject with an iconic, visually obvious action or object. Card: Saddle Sage. A humorous fantasy interpretation of Saddle Sage."
"brass-stablehand","treasure.companion.brass-stablehand","Brass Stablehand","hireling","treasure","steed_hirelings","2","A humorous fantasy interpretation of Brass Stablehand.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy subject with an iconic, visually obvious action or object. Card: Brass Stablehand. A humorous fantasy interpretation of Brass Stablehand."
"iron-mane-ram","treasure.companion.iron-mane-ram","Iron-Mane Ram","mount","treasure","steed_hirelings","2","A humorous fantasy interpretation of Iron-Mane Ram.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy subject with an iconic, visually obvious action or object. Card: Iron-Mane Ram. A humorous fantasy interpretation of Iron-Mane Ram."
"dawn-courier","treasure.companion.dawn-courier","Dawn Courier","hireling","treasure","steed_hirelings","3","A humorous fantasy interpretation of Dawn Courier.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy subject with an iconic, visually obvious action or object. Card: Dawn Courier. A humorous fantasy interpretation of Dawn Courier."
"skybridge-elk","treasure.companion.skybridge-elk","Skybridge Elk","mount","treasure","steed_hirelings","3","A humorous fantasy interpretation of Skybridge Elk.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Humorous fantasy subject with an iconic, visually obvious action or object. Card: Skybridge Elk. A humorous fantasy interpretation of Skybridge Elk."
"trailward-saddlebag","treasure.equipment.trailward-saddlebag","Trailward Saddlebag","item","treasure","steed_hirelings","1","A humorous fantasy interpretation of Trailward Saddlebag.","Humorous fantasy card game illustration, hand-drawn comic fantasy, expressive outlines, exaggerated shapes and facial expressions, clear silhouette, readable at small card size, one main subject, simple uncluttered background, vertical composition, centered subject, no text, no letters, no numbers, no UI, no card frame, no watermark. Fantasy item as the clear main subject, iconic shape, exaggerated humorous design. Card: Trailward Saddlebag. A humorous fantasy interpretation of Trailward Saddlebag."
